"";"ModelNumber";"Model";"Run";"Successes";"Successes_A";"Successes_B";"Allocated_A";"Allocated_B"
"376";"20. Neyman CARA";"20. Neyman CARA";376;468;139;329;527;473
"377";"20. Neyman CARA";"20. Neyman CARA";377;215;211;4;994;6
"378";"20. Neyman CARA";"20. Neyman CARA";378;545;155;390;516;484
"379";"20. Neyman CARA";"20. Neyman CARA";379;211;207;4;994;6
"380";"20. Neyman CARA";"20. Neyman CARA";380;453;127;326;516;484
"381";"20. Neyman CARA";"20. Neyman CARA";381;477;133;344;524;476
"382";"20. Neyman CARA";"20. Neyman CARA";382;487;140;347;524;476
"383";"20. Neyman CARA";"20. Neyman CARA";383;467;140;327;525;475
"384";"20. Neyman CARA";"20. Neyman CARA";384;400;101;299;512;488
"385";"20. Neyman CARA";"20. Neyman CARA";385;402;76;326;465;535
"386";"20. Neyman CARA";"20. Neyman CARA";386;391;94;297;504;496
"387";"20. Neyman CARA";"20. Neyman CARA";387;189;184;5;993;7
"388";"20. Neyman CARA";"20. Neyman CARA";388;400;100;300;485;515
"389";"20. Neyman CARA";"20. Neyman CARA";389;522;138;384;516;484
"390";"20. Neyman CARA";"20. Neyman CARA";390;388;113;275;535;465
"391";"20. Neyman CARA";"20. Neyman CARA";391;545;163;382;515;485
"392";"20. Neyman CARA";"20. Neyman CARA";392;407;105;302;483;517
"393";"20. Neyman CARA";"20. Neyman CARA";393;387;105;282;498;502
"394";"20. Neyman CARA";"20. Neyman CARA";394;189;185;4;995;5
"395";"20. Neyman CARA";"20. Neyman CARA";395;214;209;5;990;10
"396";"20. Neyman CARA";"20. Neyman CARA";396;387;107;280;502;498
"397";"20. Neyman CARA";"20. Neyman CARA";397;405;106;299;499;501
"398";"20. Neyman CARA";"20. Neyman CARA";398;415;126;289;530;470
"399";"20. Neyman CARA";"20. Neyman CARA";399;396;93;303;480;520
"400";"20. Neyman CARA";"20. Neyman CARA";400;405;103;302;495;505
"401";"20. Neyman CARA";"20. Neyman CARA";401;531;152;379;512;488
"402";"20. Neyman CARA";"20. Neyman CARA";402;427;126;301;505;495
"403";"20. Neyman CARA";"20. Neyman CARA";403;424;110;314;499;501
"404";"20. Neyman CARA";"20. Neyman CARA";404;211;204;7;992;8
"405";"20. Neyman CARA";"20. Neyman CARA";405;259;53;206;486;514
"406";"20. Neyman CARA";"20. Neyman CARA";406;404;115;289;523;477
"407";"20. Neyman CARA";"20. Neyman CARA";407;193;190;3;995;5
"408";"20. Neyman CARA";"20. Neyman CARA";408;216;211;5;993;7
"409";"20. Neyman CARA";"20. Neyman CARA";409;414;120;294;510;490
"410";"20. Neyman CARA";"20. Neyman CARA";410;539;142;397;514;486
"411";"20. Neyman CARA";"20. Neyman CARA";411;538;150;388;517;483
"412";"20. Neyman CARA";"20. Neyman CARA";412;197;194;3;995;5
"413";"20. Neyman CARA";"20. Neyman CARA";413;377;93;284;514;486
"414";"20. Neyman CARA";"20. Neyman CARA";414;403;105;298;500;500
"415";"20. Neyman CARA";"20. Neyman CARA";415;207;201;6;993;7
"416";"20. Neyman CARA";"20. Neyman CARA";416;555;155;400;513;487
"417";"20. Neyman CARA";"20. Neyman CARA";417;397;99;298;468;532
"418";"20. Neyman CARA";"20. Neyman CARA";418;268;65;203;487;513
"419";"20. Neyman CARA";"20. Neyman CARA";419;447;120;327;532;468
"420";"20. Neyman CARA";"20. Neyman CARA";420;396;120;276;541;459
"421";"20. Neyman CARA";"20. Neyman CARA";421;199;195;4;995;5
"422";"20. Neyman CARA";"20. Neyman CARA";422;380;91;289;513;487
"423";"20. Neyman CARA";"20. Neyman CARA";423;530;155;375;511;489
"424";"20. Neyman CARA";"20. Neyman CARA";424;372;98;274;528;472
"425";"20. Neyman CARA";"20. Neyman CARA";425;392;91;301;494;506
"426";"20. Neyman CARA";"20. Neyman CARA";426;427;89;338;469;531
"427";"20. Neyman CARA";"20. Neyman CARA";427;197;192;5;991;9
"428";"20. Neyman CARA";"20. Neyman CARA";428;385;116;269;549;451
"429";"20. Neyman CARA";"20. Neyman CARA";429;279;58;221;485;515
"430";"20. Neyman CARA";"20. Neyman CARA";430;549;162;387;516;484
"431";"20. Neyman CARA";"20. Neyman CARA";431;325;65;260;486;514
"432";"20. Neyman CARA";"20. Neyman CARA";432;385;91;294;474;526
"433";"20. Neyman CARA";"20. Neyman CARA";433;221;215;6;993;7
"434";"20. Neyman CARA";"20. Neyman CARA";434;420;122;298;509;491
"435";"20. Neyman CARA";"20. Neyman CARA";435;418;107;311;480;520
"436";"20. Neyman CARA";"20. Neyman CARA";436;526;151;375;515;485
"437";"20. Neyman CARA";"20. Neyman CARA";437;402;84;318;468;532
"438";"20. Neyman CARA";"20. Neyman CARA";438;526;142;384;522;478
"439";"20. Neyman CARA";"20. Neyman CARA";439;399;107;292;510;490
"440";"20. Neyman CARA";"20. Neyman CARA";440;266;48;218;487;513
"441";"20. Neyman CARA";"20. Neyman CARA";441;211;208;3;995;5
"442";"20. Neyman CARA";"20. Neyman CARA";442;409;114;295;522;478
"443";"20. Neyman CARA";"20. Neyman CARA";443;549;161;388;515;485
"444";"20. Neyman CARA";"20. Neyman CARA";444;394;122;272;530;470
"445";"20. Neyman CARA";"20. Neyman CARA";445;548;158;390;518;482
"446";"20. Neyman CARA";"20. Neyman CARA";446;212;207;5;994;6
"447";"20. Neyman CARA";"20. Neyman CARA";447;395;110;285;530;470
"448";"20. Neyman CARA";"20. Neyman CARA";448;212;204;8;991;9
"449";"20. Neyman CARA";"20. Neyman CARA";449;390;100;290;515;485
"450";"20. Neyman CARA";"20. Neyman CARA";450;386;103;283;480;520
"451";"20. Neyman CARA";"20. Neyman CARA";451;224;193;31;941;59
"452";"20. Neyman CARA";"20. Neyman CARA";452;417;103;314;493;507
"453";"20. Neyman CARA";"20. Neyman CARA";453;401;90;311;483;517
"454";"20. Neyman CARA";"20. Neyman CARA";454;400;114;286;502;498
"455";"20. Neyman CARA";"20. Neyman CARA";455;217;212;5;993;7
"456";"20. Neyman CARA";"20. Neyman CARA";456;213;210;3;994;6
"457";"20. Neyman CARA";"20. Neyman CARA";457;330;176;154;741;259
"458";"20. Neyman CARA";"20. Neyman CARA";458;391;90;301;475;525
"459";"20. Neyman CARA";"20. Neyman CARA";459;183;179;4;995;5
"460";"20. Neyman CARA";"20. Neyman CARA";460;391;104;287;524;476
"461";"20. Neyman CARA";"20. Neyman CARA";461;273;56;217;484;516
"462";"20. Neyman CARA";"20. Neyman CARA";462;396;95;301;510;490
"463";"20. Neyman CARA";"20. Neyman CARA";463;387;107;280;518;482
"464";"20. Neyman CARA";"20. Neyman CARA";464;386;95;291;486;514
"465";"20. Neyman CARA";"20. Neyman CARA";465;404;102;302;506;494
"466";"20. Neyman CARA";"20. Neyman CARA";466;199;195;4;994;6
"467";"20. Neyman CARA";"20. Neyman CARA";467;400;107;293;488;512
"468";"20. Neyman CARA";"20. Neyman CARA";468;214;211;3;995;5
"469";"20. Neyman CARA";"20. Neyman CARA";469;199;191;8;991;9
"470";"20. Neyman CARA";"20. Neyman CARA";470;205;200;5;994;6
"471";"20. Neyman CARA";"20. Neyman CARA";471;200;195;5;992;8
"472";"20. Neyman CARA";"20. Neyman CARA";472;220;215;5;994;6
"473";"20. Neyman CARA";"20. Neyman CARA";473;278;56;222;486;514
"474";"20. Neyman CARA";"20. Neyman CARA";474;536;154;382;516;484
"475";"20. Neyman CARA";"20. Neyman CARA";475;411;110;301;498;502
"476";"20. Neyman CARA";"20. Neyman CARA";476;519;134;385;512;488
"477";"20. Neyman CARA";"20. Neyman CARA";477;391;91;300;480;520
"478";"20. Neyman CARA";"20. Neyman CARA";478;379;90;289;501;499
"479";"20. Neyman CARA";"20. Neyman CARA";479;227;219;8;987;13
"480";"20. Neyman CARA";"20. Neyman CARA";480;367;127;240;621;379
"481";"20. Neyman CARA";"20. Neyman CARA";481;416;112;304;500;500
"482";"20. Neyman CARA";"20. Neyman CARA";482;397;106;291;528;472
"483";"20. Neyman CARA";"20. Neyman CARA";483;393;86;307;475;525
"484";"20. Neyman CARA";"20. Neyman CARA";484;404;94;310;477;523
"485";"20. Neyman CARA";"20. Neyman CARA";485;381;101;280;483;517
"486";"20. Neyman CARA";"20. Neyman CARA";486;498;152;346;535;465
"487";"20. Neyman CARA";"20. Neyman CARA";487;529;142;387;515;485
"488";"20. Neyman CARA";"20. Neyman CARA";488;265;48;217;485;515
"489";"20. Neyman CARA";"20. Neyman CARA";489;544;151;393;514;486
"490";"20. Neyman CARA";"20. Neyman CARA";490;572;167;405;515;485
"491";"20. Neyman CARA";"20. Neyman CARA";491;395;109;286;510;490
"492";"20. Neyman CARA";"20. Neyman CARA";492;438;119;319;494;506
"493";"20. Neyman CARA";"20. Neyman CARA";493;410;103;307;506;494
"494";"20. Neyman CARA";"20. Neyman CARA";494;376;93;283;512;488
"495";"20. Neyman CARA";"20. Neyman CARA";495;524;145;379;515;485
"496";"20. Neyman CARA";"20. Neyman CARA";496;411;102;309;482;518
"497";"20. Neyman CARA";"20. Neyman CARA";497;212;208;4;994;6
"498";"20. Neyman CARA";"20. Neyman CARA";498;524;144;380;514;486
"499";"20. Neyman CARA";"20. Neyman CARA";499;337;133;204;673;327
"500";"20. Neyman CARA";"20. Neyman CARA";500;395;93;302;467;533
"501";"20. Neyman CARA";"20. Neyman CARA";501;560;161;399;514;486
"502";"20. Neyman CARA";"20. Neyman CARA";502;390;107;283;511;489
"503";"20. Neyman CARA";"20. Neyman CARA";503;424;97;327;476;524
"504";"20. Neyman CARA";"20. Neyman CARA";504;207;203;4;994;6
"505";"20. Neyman CARA";"20. Neyman CARA";505;224;220;4;994;6
"506";"20. Neyman CARA";"20. Neyman CARA";506;423;115;308;517;483
"507";"20. Neyman CARA";"20. Neyman CARA";507;403;95;308;500;500
"508";"20. Neyman CARA";"20. Neyman CARA";508;405;120;285;519;481
"509";"20. Neyman CARA";"20. Neyman CARA";509;522;130;392;515;485
"510";"20. Neyman CARA";"20. Neyman CARA";510;259;56;203;489;511
"511";"20. Neyman CARA";"20. Neyman CARA";511;399;126;273;548;452
"512";"20. Neyman CARA";"20. Neyman CARA";512;401;110;291;507;493
"513";"20. Neyman CARA";"20. Neyman CARA";513;218;213;5;994;6
"514";"20. Neyman CARA";"20. Neyman CARA";514;394;84;310;490;510
"515";"20. Neyman CARA";"20. Neyman CARA";515;527;146;381;513;487
"516";"20. Neyman CARA";"20. Neyman CARA";516;213;208;5;994;6
"517";"20. Neyman CARA";"20. Neyman CARA";517;408;109;299;481;519
"518";"20. Neyman CARA";"20. Neyman CARA";518;555;159;396;515;485
"519";"20. Neyman CARA";"20. Neyman CARA";519;391;106;285;511;489
"520";"20. Neyman CARA";"20. Neyman CARA";520;354;128;226;624;376
"521";"20. Neyman CARA";"20. Neyman CARA";521;568;168;400;514;486
"522";"20. Neyman CARA";"20. Neyman CARA";522;379;95;284;508;492
"523";"20. Neyman CARA";"20. Neyman CARA";523;541;155;386;514;486
"524";"20. Neyman CARA";"20. Neyman CARA";524;262;53;209;487;513
"525";"20. Neyman CARA";"20. Neyman CARA";525;206;204;2;993;7
"526";"20. Neyman CARA";"20. Neyman CARA";526;526;136;390;514;486
"527";"20. Neyman CARA";"20. Neyman CARA";527;386;83;303;483;517
"528";"20. Neyman CARA";"20. Neyman CARA";528;212;208;4;995;5
"529";"20. Neyman CARA";"20. Neyman CARA";529;396;89;307;490;510
"530";"20. Neyman CARA";"20. Neyman CARA";530;395;98;297;475;525
"531";"20. Neyman CARA";"20. Neyman CARA";531;263;46;217;486;514
"532";"20. Neyman CARA";"20. Neyman CARA";532;501;138;363;505;495
"533";"20. Neyman CARA";"20. Neyman CARA";533;382;114;268;543;457
"534";"20. Neyman CARA";"20. Neyman CARA";534;255;46;209;485;515
"535";"20. Neyman CARA";"20. Neyman CARA";535;494;138;356;515;485
"536";"20. Neyman CARA";"20. Neyman CARA";536;394;104;290;497;503
"537";"20. Neyman CARA";"20. Neyman CARA";537;373;76;297;469;531
"538";"20. Neyman CARA";"20. Neyman CARA";538;520;144;376;515;485
"539";"20. Neyman CARA";"20. Neyman CARA";539;504;132;372;493;507
"540";"20. Neyman CARA";"20. Neyman CARA";540;211;208;3;995;5
"541";"20. Neyman CARA";"20. Neyman CARA";541;408;107;301;479;521
"542";"20. Neyman CARA";"20. Neyman CARA";542;420;114;306;527;473
"543";"20. Neyman CARA";"20. Neyman CARA";543;402;89;313;484;516
"544";"20. Neyman CARA";"20. Neyman CARA";544;190;187;3;995;5
"545";"20. Neyman CARA";"20. Neyman CARA";545;536;154;382;515;485
"546";"20. Neyman CARA";"20. Neyman CARA";546;207;202;5;993;7
"547";"20. Neyman CARA";"20. Neyman CARA";547;271;60;211;485;515
"548";"20. Neyman CARA";"20. Neyman CARA";548;407;108;299;489;511
"549";"20. Neyman CARA";"20. Neyman CARA";549;239;234;5;994;6
"550";"20. Neyman CARA";"20. Neyman CARA";550;536;156;380;515;485
"551";"20. Neyman CARA";"20. Neyman CARA";551;527;136;391;515;485
"552";"20. Neyman CARA";"20. Neyman CARA";552;221;163;58;899;101
"553";"20. Neyman CARA";"20. Neyman CARA";553;215;209;6;993;7
"554";"20. Neyman CARA";"20. Neyman CARA";554;404;122;282;512;488
"555";"20. Neyman CARA";"20. Neyman CARA";555;230;35;195;485;515
"556";"20. Neyman CARA";"20. Neyman CARA";556;279;61;218;488;512
"557";"20. Neyman CARA";"20. Neyman CARA";557;545;160;385;519;481
"558";"20. Neyman CARA";"20. Neyman CARA";558;397;95;302;493;507
"559";"20. Neyman CARA";"20. Neyman CARA";559;388;83;305;491;509
"560";"20. Neyman CARA";"20. Neyman CARA";560;420;98;322;480;520
"561";"20. Neyman CARA";"20. Neyman CARA";561;222;218;4;994;6
"562";"20. Neyman CARA";"20. Neyman CARA";562;554;158;396;515;485
"563";"20. Neyman CARA";"20. Neyman CARA";563;558;172;386;516;484
"564";"20. Neyman CARA";"20. Neyman CARA";564;214;210;4;995;5
"565";"20. Neyman CARA";"20. Neyman CARA";565;390;108;282;510;490
"566";"20. Neyman CARA";"20. Neyman CARA";566;239;46;193;485;515
"567";"20. Neyman CARA";"20. Neyman CARA";567;410;97;313;476;524
"568";"20. Neyman CARA";"20. Neyman CARA";568;404;102;302;501;499
"569";"20. Neyman CARA";"20. Neyman CARA";569;418;102;316;480;520
"570";"20. Neyman CARA";"20. Neyman CARA";570;541;145;396;514;486
"571";"20. Neyman CARA";"20. Neyman CARA";571;417;110;307;479;521
"572";"20. Neyman CARA";"20. Neyman CARA";572;359;82;277;532;468
"573";"20. Neyman CARA";"20. Neyman CARA";573;414;117;297;525;475
"574";"20. Neyman CARA";"20. Neyman CARA";574;400;104;296;491;509
"575";"20. Neyman CARA";"20. Neyman CARA";575;420;96;324;477;523
"576";"20. Neyman CARA";"20. Neyman CARA";576;490;149;341;538;462
"577";"20. Neyman CARA";"20. Neyman CARA";577;337;80;257;486;514
"578";"20. Neyman CARA";"20. Neyman CARA";578;191;188;3;995;5
"579";"20. Neyman CARA";"20. Neyman CARA";579;515;137;378;515;485
"580";"20. Neyman CARA";"20. Neyman CARA";580;308;138;170;724;276
"581";"20. Neyman CARA";"20. Neyman CARA";581;398;111;287;522;478
"582";"20. Neyman CARA";"20. Neyman CARA";582;200;196;4;992;8
"583";"20. Neyman CARA";"20. Neyman CARA";583;209;203;6;993;7
"584";"20. Neyman CARA";"20. Neyman CARA";584;547;160;387;514;486
"585";"20. Neyman CARA";"20. Neyman CARA";585;397;98;299;512;488
"586";"20. Neyman CARA";"20. Neyman CARA";586;403;113;290;512;488
"587";"20. Neyman CARA";"20. Neyman CARA";587;228;223;5;993;7
"588";"20. Neyman CARA";"20. Neyman CARA";588;183;180;3;994;6
"589";"20. Neyman CARA";"20. Neyman CARA";589;206;202;4;995;5
"590";"20. Neyman CARA";"20. Neyman CARA";590;526;150;376;516;484
"591";"20. Neyman CARA";"20. Neyman CARA";591;205;202;3;995;5
"592";"20. Neyman CARA";"20. Neyman CARA";592;394;124;270;537;463
"593";"20. Neyman CARA";"20. Neyman CARA";593;255;175;80;878;122
"594";"20. Neyman CARA";"20. Neyman CARA";594;337;142;195;668;332
"595";"20. Neyman CARA";"20. Neyman CARA";595;205;201;4;993;7
"596";"20. Neyman CARA";"20. Neyman CARA";596;560;165;395;514;486
"597";"20. Neyman CARA";"20. Neyman CARA";597;189;185;4;995;5
"598";"20. Neyman CARA";"20. Neyman CARA";598;528;140;388;513;487
"599";"20. Neyman CARA";"20. Neyman CARA";599;195;191;4;989;11
"600";"20. Neyman CARA";"20. Neyman CARA";600;529;147;382;519;481
"601";"20. Neyman CARA";"20. Neyman CARA";601;414;99;315;495;505
"602";"20. Neyman CARA";"20. Neyman CARA";602;476;136;340;528;472
"603";"20. Neyman CARA";"20. Neyman CARA";603;517;150;367;514;486
"604";"20. Neyman CARA";"20. Neyman CARA";604;263;56;207;485;515
"605";"20. Neyman CARA";"20. Neyman CARA";605;401;81;320;459;541
"606";"20. Neyman CARA";"20. Neyman CARA";606;241;149;92;841;159
"607";"20. Neyman CARA";"20. Neyman CARA";607;453;118;335;517;483
"608";"20. Neyman CARA";"20. Neyman CARA";608;400;113;287;497;503
"609";"20. Neyman CARA";"20. Neyman CARA";609;456;127;329;508;492
"610";"20. Neyman CARA";"20. Neyman CARA";610;377;98;279;509;491
"611";"20. Neyman CARA";"20. Neyman CARA";611;404;124;280;534;466
"612";"20. Neyman CARA";"20. Neyman CARA";612;208;203;5;994;6
"613";"20. Neyman CARA";"20. Neyman CARA";613;218;214;4;994;6
"614";"20. Neyman CARA";"20. Neyman CARA";614;417;109;308;502;498
"615";"20. Neyman CARA";"20. Neyman CARA";615;543;154;389;515;485
"616";"20. Neyman CARA";"20. Neyman CARA";616;213;208;5;994;6
"617";"20. Neyman CARA";"20. Neyman CARA";617;534;138;396;514;486
"618";"20. Neyman CARA";"20. Neyman CARA";618;532;145;387;514;486
"619";"20. Neyman CARA";"20. Neyman CARA";619;517;154;363;513;487
"620";"20. Neyman CARA";"20. Neyman CARA";620;194;190;4;995;5
"621";"20. Neyman CARA";"20. Neyman CARA";621;411;85;326;477;523
"622";"20. Neyman CARA";"20. Neyman CARA";622;245;200;45;924;76
"623";"20. Neyman CARA";"20. Neyman CARA";623;407;111;296;522;478
"624";"20. Neyman CARA";"20. Neyman CARA";624;381;97;284;521;479
"625";"20. Neyman CARA";"20. Neyman CARA";625;210;206;4;994;6
"626";"20. Neyman CARA";"20. Neyman CARA";626;411;125;286;507;493
"627";"20. Neyman CARA";"20. Neyman CARA";627;403;104;299;514;486
"628";"20. Neyman CARA";"20. Neyman CARA";628;396;101;295;499;501
"629";"20. Neyman CARA";"20. Neyman CARA";629;390;103;287;517;483
"630";"20. Neyman CARA";"20. Neyman CARA";630;571;164;407;515;485
"631";"20. Neyman CARA";"20. Neyman CARA";631;400;104;296;503;497
"632";"20. Neyman CARA";"20. Neyman CARA";632;396;109;287;498;502
"633";"20. Neyman CARA";"20. Neyman CARA";633;388;91;297;497;503
"634";"20. Neyman CARA";"20. Neyman CARA";634;431;107;324;495;505
"635";"20. Neyman CARA";"20. Neyman CARA";635;230;224;6;993;7
"636";"20. Neyman CARA";"20. Neyman CARA";636;398;105;293;503;497
"637";"20. Neyman CARA";"20. Neyman CARA";637;383;105;278;506;494
"638";"20. Neyman CARA";"20. Neyman CARA";638;338;146;192;681;319
"639";"20. Neyman CARA";"20. Neyman CARA";639;221;216;5;994;6
"640";"20. Neyman CARA";"20. Neyman CARA";640;414;104;310;509;491
"641";"20. Neyman CARA";"20. Neyman CARA";641;560;164;396;519;481
"642";"20. Neyman CARA";"20. Neyman CARA";642;413;95;318;474;526
"643";"20. Neyman CARA";"20. Neyman CARA";643;189;186;3;994;6
"644";"20. Neyman CARA";"20. Neyman CARA";644;408;99;309;511;489
"645";"20. Neyman CARA";"20. Neyman CARA";645;531;144;387;514;486
"646";"20. Neyman CARA";"20. Neyman CARA";646;391;99;292;501;499
"647";"20. Neyman CARA";"20. Neyman CARA";647;431;130;301;544;456
"648";"20. Neyman CARA";"20. Neyman CARA";648;539;150;389;516;484
"649";"20. Neyman CARA";"20. Neyman CARA";649;496;157;339;520;480
"650";"20. Neyman CARA";"20. Neyman CARA";650;224;220;4;994;6
"651";"20. Neyman CARA";"20. Neyman CARA";651;406;101;305;505;495
"652";"20. Neyman CARA";"20. Neyman CARA";652;407;99;308;489;511
"653";"20. Neyman CARA";"20. Neyman CARA";653;245;39;206;483;517
"654";"20. Neyman CARA";"20. Neyman CARA";654;543;150;393;516;484
"655";"20. Neyman CARA";"20. Neyman CARA";655;399;101;298;506;494
"656";"20. Neyman CARA";"20. Neyman CARA";656;507;134;373;516;484
"657";"20. Neyman CARA";"20. Neyman CARA";657;547;153;394;512;488
"658";"20. Neyman CARA";"20. Neyman CARA";658;213;208;5;993;7
"659";"20. Neyman CARA";"20. Neyman CARA";659;400;95;305;483;517
"660";"20. Neyman CARA";"20. Neyman CARA";660;451;117;334;527;473
"661";"20. Neyman CARA";"20. Neyman CARA";661;554;154;400;514;486
"662";"20. Neyman CARA";"20. Neyman CARA";662;391;101;290;517;483
"663";"20. Neyman CARA";"20. Neyman CARA";663;430;97;333;465;535
"664";"20. Neyman CARA";"20. Neyman CARA";664;198;194;4;995;5
"665";"20. Neyman CARA";"20. Neyman CARA";665;473;116;357;486;514
"666";"20. Neyman CARA";"20. Neyman CARA";666;214;211;3;995;5
"667";"20. Neyman CARA";"20. Neyman CARA";667;287;185;102;827;173
"668";"20. Neyman CARA";"20. Neyman CARA";668;406;95;311;504;496
"669";"20. Neyman CARA";"20. Neyman CARA";669;387;77;310;479;521
"670";"20. Neyman CARA";"20. Neyman CARA";670;382;97;285;528;472
"671";"20. Neyman CARA";"20. Neyman CARA";671;382;103;279;522;478
"672";"20. Neyman CARA";"20. Neyman CARA";672;204;202;2;995;5
"673";"20. Neyman CARA";"20. Neyman CARA";673;197;193;4;994;6
"674";"20. Neyman CARA";"20. Neyman CARA";674;393;111;282;523;477
"675";"20. Neyman CARA";"20. Neyman CARA";675;214;210;4;995;5
"676";"20. Neyman CARA";"20. Neyman CARA";676;403;102;301;478;522
"677";"20. Neyman CARA";"20. Neyman CARA";677;205;197;8;990;10
"678";"20. Neyman CARA";"20. Neyman CARA";678;212;208;4;995;5
"679";"20. Neyman CARA";"20. Neyman CARA";679;536;139;397;518;482
"680";"20. Neyman CARA";"20. Neyman CARA";680;557;178;379;514;486
"681";"20. Neyman CARA";"20. Neyman CARA";681;209;204;5;991;9
"682";"20. Neyman CARA";"20. Neyman CARA";682;193;189;4;995;5
"683";"20. Neyman CARA";"20. Neyman CARA";683;281;53;228;487;513
"684";"20. Neyman CARA";"20. Neyman CARA";684;212;210;2;995;5
"685";"20. Neyman CARA";"20. Neyman CARA";685;216;212;4;995;5
"686";"20. Neyman CARA";"20. Neyman CARA";686;401;109;292;519;481
"687";"20. Neyman CARA";"20. Neyman CARA";687;203;195;8;986;14
"688";"20. Neyman CARA";"20. Neyman CARA";688;383;102;281;486;514
"689";"20. Neyman CARA";"20. Neyman CARA";689;389;103;286;515;485
"690";"20. Neyman CARA";"20. Neyman CARA";690;266;55;211;485;515
"691";"20. Neyman CARA";"20. Neyman CARA";691;290;47;243;474;526
"692";"20. Neyman CARA";"20. Neyman CARA";692;521;133;388;514;486
"693";"20. Neyman CARA";"20. Neyman CARA";693;571;7;564;66;934
"694";"20. Neyman CARA";"20. Neyman CARA";694;527;155;372;514;486
"695";"20. Neyman CARA";"20. Neyman CARA";695;226;222;4;993;7
"696";"20. Neyman CARA";"20. Neyman CARA";696;410;115;295;505;495
"697";"20. Neyman CARA";"20. Neyman CARA";697;512;141;371;515;485
"698";"20. Neyman CARA";"20. Neyman CARA";698;228;225;3;994;6
"699";"20. Neyman CARA";"20. Neyman CARA";699;383;98;285;481;519
"700";"20. Neyman CARA";"20. Neyman CARA";700;185;183;2;995;5
"701";"20. Neyman CARA";"20. Neyman CARA";701;407;98;309;496;504
"702";"20. Neyman CARA";"20. Neyman CARA";702;417;96;321;468;532
"703";"20. Neyman CARA";"20. Neyman CARA";703;204;200;4;995;5
"704";"20. Neyman CARA";"20. Neyman CARA";704;478;134;344;524;476
"705";"20. Neyman CARA";"20. Neyman CARA";705;391;103;288;516;484
"706";"20. Neyman CARA";"20. Neyman CARA";706;392;101;291;501;499
"707";"20. Neyman CARA";"20. Neyman CARA";707;442;124;318;488;512
"708";"20. Neyman CARA";"20. Neyman CARA";708;260;51;209;489;511
"709";"20. Neyman CARA";"20. Neyman CARA";709;378;105;273;510;490
"710";"20. Neyman CARA";"20. Neyman CARA";710;393;106;287;525;475
"711";"20. Neyman CARA";"20. Neyman CARA";711;547;156;391;516;484
"712";"20. Neyman CARA";"20. Neyman CARA";712;215;212;3;994;6
"713";"20. Neyman CARA";"20. Neyman CARA";713;195;191;4;995;5
"714";"20. Neyman CARA";"20. Neyman CARA";714;391;96;295;492;508
"715";"20. Neyman CARA";"20. Neyman CARA";715;551;179;372;516;484
"716";"20. Neyman CARA";"20. Neyman CARA";716;206;203;3;995;5
"717";"20. Neyman CARA";"20. Neyman CARA";717;220;215;5;994;6
"718";"20. Neyman CARA";"20. Neyman CARA";718;206;202;4;995;5
"719";"20. Neyman CARA";"20. Neyman CARA";719;233;228;5;993;7
"720";"20. Neyman CARA";"20. Neyman CARA";720;202;197;5;994;6
"721";"20. Neyman CARA";"20. Neyman CARA";721;401;100;301;494;506
"722";"20. Neyman CARA";"20. Neyman CARA";722;398;98;300;493;507
"723";"20. Neyman CARA";"20. Neyman CARA";723;468;127;341;516;484
"724";"20. Neyman CARA";"20. Neyman CARA";724;269;49;220;487;513
"725";"20. Neyman CARA";"20. Neyman CARA";725;233;229;4;993;7
"726";"20. Neyman CARA";"20. Neyman CARA";726;208;205;3;994;6
"727";"20. Neyman CARA";"20. Neyman CARA";727;383;98;285;519;481
"728";"20. Neyman CARA";"20. Neyman CARA";728;549;156;393;514;486
"729";"20. Neyman CARA";"20. Neyman CARA";729;411;95;316;499;501
"730";"20. Neyman CARA";"20. Neyman CARA";730;383;102;281;503;497
"731";"20. Neyman CARA";"20. Neyman CARA";731;416;101;315;488;512
"732";"20. Neyman CARA";"20. Neyman CARA";732;411;111;300;518;482
"733";"20. Neyman CARA";"20. Neyman CARA";733;210;207;3;995;5
"734";"20. Neyman CARA";"20. Neyman CARA";734;417;98;319;466;534
"735";"20. Neyman CARA";"20. Neyman CARA";735;390;111;279;509;491
"736";"20. Neyman CARA";"20. Neyman CARA";736;374;88;286;490;510
"737";"20. Neyman CARA";"20. Neyman CARA";737;381;112;269;533;467
"738";"20. Neyman CARA";"20. Neyman CARA";738;214;211;3;995;5
"739";"20. Neyman CARA";"20. Neyman CARA";739;382;94;288;499;501
"740";"20. Neyman CARA";"20. Neyman CARA";740;204;200;4;994;6
"741";"20. Neyman CARA";"20. Neyman CARA";741;188;186;2;995;5
"742";"20. Neyman CARA";"20. Neyman CARA";742;388;91;297;512;488
"743";"20. Neyman CARA";"20. Neyman CARA";743;427;97;330;469;531
"744";"20. Neyman CARA";"20. Neyman CARA";744;401;113;288;519;481
"745";"20. Neyman CARA";"20. Neyman CARA";745;249;42;207;485;515
"746";"20. Neyman CARA";"20. Neyman CARA";746;560;171;389;515;485
"747";"20. Neyman CARA";"20. Neyman CARA";747;429;109;320;516;484
"748";"20. Neyman CARA";"20. Neyman CARA";748;216;212;4;993;7
"749";"20. Neyman CARA";"20. Neyman CARA";749;216;200;16;973;27
"750";"20. Neyman CARA";"20. Neyman CARA";750;398;112;286;489;511
"751";"20. Neyman CARA";"20. Neyman CARA";751;399;93;306;464;536
